Film_title,Director,Cast,Average_rating,Watches,Film_URL
Dungeons & Dragons: Honor Among Thieves,"John Francis Daley, Jonathan Goldstein","['Chris Pine', 'Michelle Rodriguez', 'Justice Smith']",3.52,561585,https://letterboxd.com/film/dungeons-dragons-honor-among-thieves/
Frances Ha,Noah Baumbach,"['Greta Gerwig', 'Mickey Sumner', 'Michael Zegen']",4.03,561388,https://letterboxd.com/film/frances-ha/
The Interview,"Seth Rogen, Evan Goldberg","['James Franco', 'Seth Rogen', 'Lizzy Caplan']",2.93,560983,https://letterboxd.com/film/the-interview-2014/
Ocean's Twelve,Steven Soderbergh,"['George Clooney', 'Brad Pitt', 'Matt Damon']",3.28,560696,https://letterboxd.com/film/oceans-twelve/
The Jungle Book,Jon Favreau,"['Neel Sethi', 'Bill Murray', 'Ben Kingsley']",3.2,560249,https://letterboxd.com/film/the-jungle-book-2016/
Chernobyl,Johan Renck,"['Jared Harris', 'Stellan Skarsgård', 'Emily Watson']",4.57,559871,https://letterboxd.com/film/chernobyl/
The Addams Family,Barry Sonnenfeld,"['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd']",3.68,559489,https://letterboxd.com/film/the-addams-family/
Sing,Garth Jennings,"['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane']",3.02,559602,https://letterboxd.com/film/sing-2016/
Jackie Brown,Quentin Tarantino,"['Pam Grier', 'Samuel L. Jackson', 'Robert De Niro']",3.87,558915,https://letterboxd.com/film/jackie-brown/
Fury,David Ayer,"['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman']",3.71,558793,https://letterboxd.com/film/fury-2014/
Happy Death Day,Christopher Landon,"['Jessica Rothe', 'Israel Broussard', 'Ruby Modine']",3.01,558696,https://letterboxd.com/film/happy-death-day/
Singin' in the Rain,"Stanley Donen, Gene Kelly","['Gene Kelly', '""Donald OConnor""', 'Debbie Reynolds']",4.32,558362,https://letterboxd.com/film/singin-in-the-rain/
Casino,Martin Scorsese,"['Robert De Niro', 'Sharon Stone', 'Joe Pesci']",4.19,557782,https://letterboxd.com/film/casino/
Marie Antoinette,Sofia Coppola,"['Kirsten Dunst', 'Jason Schwartzman', 'Steve Coogan']",3.72,557655,https://letterboxd.com/film/marie-antoinette-2006/
The Zone of Interest,Jonathan Glazer,"['Christian Friedel', 'Sandra Hüller', 'Johann Karthaus']",3.91,563244,https://letterboxd.com/film/the-zone-of-interest/
Mission: Impossible – Rogue Nation,Christopher McQuarrie,"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg']",3.71,556680,https://letterboxd.com/film/mission-impossible-rogue-nation/
Carol,Todd Haynes,"['Rooney Mara', 'Cate Blanchett', 'Kyle Chandler']",4.01,556591,https://letterboxd.com/film/carol-2015/
Spy Kids,Robert Rodriguez,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas']",2.92,556587,https://letterboxd.com/film/spy-kids/
Argo,Ben Affleck,"['Ben Affleck', 'Bryan Cranston', 'Alan Arkin']",3.71,556129,https://letterboxd.com/film/argo/
Peter Pan,"Hamilton Luske, Wilfred Jackson","['Bobby Driscoll', 'Kathryn Beaumont', 'Hans Conried']",3.5,555378,https://letterboxd.com/film/peter-pan/
Nomadland,Chloé Zhao,"['Frances McDormand', 'David Strathairn', 'Linda May']",3.83,554491,https://letterboxd.com/film/nomadland/
The Mitchells vs. The Machines,Mike Rianda,"['Abbi Jacobson', 'Danny McBride', 'Maya Rudolph']",3.88,554340,https://letterboxd.com/film/the-mitchells-vs-the-machines/
Independence Day,Roland Emmerich,"['Will Smith', 'Bill Pullman', 'Jeff Goldblum']",3.31,553631,https://letterboxd.com/film/independence-day/
Mission: Impossible – Dead Reckoning Part One,Christopher McQuarrie,"['Tom Cruise', 'Hayley Atwell', 'Ving Rhames']",3.75,554287,https://letterboxd.com/film/mission-impossible-dead-reckoning-part-one/
The Karate Kid,John G. Avildsen,"['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue']",3.74,553876,https://letterboxd.com/film/the-karate-kid/
Mission: Impossible – Ghost Protocol,Brad Bird,"['Tom Cruise', 'Paula Patton', 'Simon Pegg']",3.71,553388,https://letterboxd.com/film/mission-impossible-ghost-protocol/
Minority Report,Steven Spielberg,"['Tom Cruise', 'Samantha Morton', 'Max von Sydow']",3.75,553163,https://letterboxd.com/film/minority-report/
Dumb and Dumber,Peter Farrelly,"['Jim Carrey', 'Jeff Daniels', 'Lauren Holly']",3.33,551735,https://letterboxd.com/film/dumb-and-dumber/
American Sniper,Clint Eastwood,"['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner']",3.3,551314,https://letterboxd.com/film/american-sniper/
Sorry to Bother You,Boots Riley,"['LaKeith Stanfield', 'Tessa Thompson', 'Jermaine Fowler']",3.73,548912,https://letterboxd.com/film/sorry-to-bother-you/
Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,"['Ray Romano', 'John Leguizamo', 'Denis Leary']",3.07,549256,https://letterboxd.com/film/ice-age-dawn-of-the-dinosaurs/
Brother Bear,"Aaron Blaise, Robert Walker","['Joaquin Phoenix', 'Jeremy Suarez', 'Jason Raize']",3.63,548655,https://letterboxd.com/film/brother-bear/
Roma,Alfonso Cuarón,"['Yalitza Aparicio', 'Marina de Tavira', 'Diego Cortina Autrey']",4.1,548103,https://letterboxd.com/film/roma-2018/
The Bourne Identity,Doug Liman,"['Matt Damon', 'Franka Potente', 'Chris Cooper']",3.72,548173,https://letterboxd.com/film/the-bourne-identity-2002/
Boogie Nights,Paul Thomas Anderson,"['Mark Wahlberg', 'Julianne Moore', 'Burt Reynolds']",4.22,547825,https://letterboxd.com/film/boogie-nights/
Uncharted,Ruben Fleischer,"['Tom Holland', 'Mark Wahlberg', 'Sophia Ali']",2.62,548358,https://letterboxd.com/film/uncharted-2022/
Men in Black 3,Barry Sonnenfeld,"['Will Smith', 'Tommy Lee Jones', 'Josh Brolin']",3.08,547731,https://letterboxd.com/film/men-in-black-3/
Night at the Museum: Battle of the Smithsonian,Shawn Levy,"['Ben Stiller', 'Amy Adams', 'Owen Wilson']",2.83,547433,https://letterboxd.com/film/night-at-the-museum-battle-of-the-smithsonian/
Being John Malkovich,Spike Jonze,"['John Cusack', 'John Malkovich', 'Cameron Diaz']",4.07,546682,https://letterboxd.com/film/being-john-malkovich/
Old,M. Night Shyamalan,"['Vicky Krieps', 'Gael García Bernal', 'Rufus Sewell']",2.43,546596,https://letterboxd.com/film/old-2021/
Blue Velvet,David Lynch,"['Kyle MacLachlan', 'Isabella Rossellini', 'Laura Dern']",4.09,546430,https://letterboxd.com/film/blue-velvet/
American Hustle,David O. Russell,"['Christian Bale', 'Bradley Cooper', 'Amy Adams']",3.32,546183,https://letterboxd.com/film/american-hustle/
Unbreakable,M. Night Shyamalan,"['Bruce Willis', 'Samuel L. Jackson', 'Robin Wright']",3.68,546467,https://letterboxd.com/film/unbreakable/
Evil Dead Rise,Lee Cronin,"['Lily Sullivan', 'Alyssa Sutherland', 'Morgan Davies']",3.18,546547,https://letterboxd.com/film/evil-dead-rise/
Pitch Perfect 2,Elizabeth Banks,"['Anna Kendrick', 'Brittany Snow', 'Hailee Steinfeld']",2.89,546323,https://letterboxd.com/film/pitch-perfect-2/
Okja,Bong Joon-ho,"['Tilda Swinton', 'Ahn Seo-hyun', 'Paul Dano']",3.7,545786,https://letterboxd.com/film/okja/
The Blind Side,John Lee Hancock,"['Sandra Bullock', 'Tim McGraw', 'Quinton Aaron']",3.31,545103,https://letterboxd.com/film/the-blind-side/
American Pie,"Chris Weitz, Paul Weitz","['Jason Biggs', 'Chris Klein', 'Thomas Ian Nicholas']",3.09,544567,https://letterboxd.com/film/american-pie/
Nobody,Ilya Naishuller,"['Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen']",3.51,543877,https://letterboxd.com/film/nobody-2021/
The Lorax,Chris Renaud,"['Danny DeVito', 'Ed Helms', 'Zac Efron']",3.12,543248,https://letterboxd.com/film/the-lorax-2012/
Eighth Grade,Bo Burnham,"['Elsie Fisher', 'Josh Hamilton', 'Emily Robinson']",3.79,542517,https://letterboxd.com/film/eighth-grade/
Another Round,Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Magnus Millang']",4.08,542677,https://letterboxd.com/film/another-round/
Game Night,"John Francis Daley, Jonathan Goldstein","['Jason Bateman', 'Rachel McAdams', 'Kyle Chandler']",3.5,542524,https://letterboxd.com/film/game-night/
The Evil Dead,Sam Raimi,"['Bruce Campbell', 'Ellen Sandweiss', 'Richard DeManincor']",3.66,542349,https://letterboxd.com/film/the-evil-dead/
I'm Thinking of Ending Things,Charlie Kaufman,"['Jesse Plemons', 'Jessie Buckley', 'Toni Collette']",3.48,541779,https://letterboxd.com/film/im-thinking-of-ending-things/
The Fifth Element,Luc Besson,"['Bruce Willis', 'Milla Jovovich', 'Gary Oldman']",3.74,541797,https://letterboxd.com/film/the-fifth-element/
Bridge to Terabithia,Gábor Csupó,"['Josh Hutcherson', 'AnnaSophia Robb', 'Zooey Deschanel']",3.57,541331,https://letterboxd.com/film/bridge-to-terabithia/
The Power of the Dog,Jane Campion,"['Benedict Cumberbatch', 'Kodi Smit-McPhee', 'Kirsten Dunst']",3.67,540668,https://letterboxd.com/film/the-power-of-the-dog/
Minions: The Rise of Gru,Kyle Balda,"['Steve Carell', 'Pierre Coffin', 'Alan Arkin']",3.16,539847,https://letterboxd.com/film/minions-the-rise-of-gru/
Braveheart,Mel Gibson,"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau']",3.87,538794,https://letterboxd.com/film/braveheart/
Don't Breathe,Fede Álvarez,"['Jane Levy', 'Dylan Minnette', 'Daniel Zovatto']",3.33,536616,https://letterboxd.com/film/dont-breathe-2016/
Sleeping Beauty,"Eric Larson, Wolfgang Reitherman","['Mary Costa', 'Bill Shirley', 'Eleanor Audley']",3.48,536917,https://letterboxd.com/film/sleeping-beauty/
Rosemary's Baby,Roman Polanski,"['Mia Farrow', 'John Cassavetes', 'Ruth Gordon']",4.21,536488,https://letterboxd.com/film/rosemarys-baby/
127 Hours,Danny Boyle,"['James Franco', 'Amber Tamblyn', 'Kate Mara']",3.49,534455,https://letterboxd.com/film/127-hours/
Paddington 2,Paul King,"['Ben Whishaw', 'Sally Hawkins', 'Hugh Grant']",4.17,533148,https://letterboxd.com/film/paddington-2/
National Treasure,Jon Turteltaub,"['Nicolas Cage', 'Diane Kruger', 'Justin Bartha']",3.26,532341,https://letterboxd.com/film/national-treasure/
Phantom Thread,Paul Thomas Anderson,"['Daniel Day-Lewis', 'Vicky Krieps', 'Lesley Manville']",4.14,531399,https://letterboxd.com/film/phantom-thread/
Jumanji: The Next Level,Jake Kasdan,"['Dwayne Johnson', 'Kevin Hart', 'Jack Black']",2.86,531719,https://letterboxd.com/film/jumanji-the-next-level/
The Da Vinci Code,Ron Howard,"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen']",3.08,530973,https://letterboxd.com/film/the-da-vinci-code/
The Karate Kid,Harald Zwart,"['Jaden Smith', 'Jackie Chan', 'Wenwen Han']",2.93,530583,https://letterboxd.com/film/the-karate-kid-2010/
Sherlock Holmes: A Game of Shadows,Guy Ritchie,"['Robert Downey Jr.', 'Jude Law', 'Noomi Rapace']",3.29,530333,https://letterboxd.com/film/sherlock-holmes-a-game-of-shadows/
Lady and the Tramp,"Hamilton Luske, Wilfred Jackson","['Barbara Luddy', 'Larry Roberts', 'Peggy Lee']",3.51,530417,https://letterboxd.com/film/lady-and-the-tramp/
Orphan,Jaume Collet-Serra,"['Vera Farmiga', 'Peter Sarsgaard', 'Isabelle Fuhrman']",3.27,530370,https://letterboxd.com/film/orphan/
Project X,Nima Nourizadeh,"['Thomas Mann', 'Oliver Cooper', 'Jonathan Daniel Brown']",3.18,529694,https://letterboxd.com/film/project-x-2012/
Chungking Express,Wong Kar-wai,"['Takeshi Kaneshiro', 'Brigitte Lin', 'Tony Leung Chiu-wai']",4.3,529153,https://letterboxd.com/film/chungking-express/
Mary Poppins,Robert Stevenson,"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson']",3.89,529242,https://letterboxd.com/film/mary-poppins/
Who Framed Roger Rabbit,Robert Zemeckis,"['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy']",3.94,527943,https://letterboxd.com/film/who-framed-roger-rabbit/
Memories of Murder,Bong Joon-ho,"['Song Kang-ho', 'Kim Sang-kyung', 'Kim Roi-ha']",4.41,527494,https://letterboxd.com/film/memories-of-murder/
War for the Planet of the Apes,Matt Reeves,"['Andy Serkis', 'Woody Harrelson', 'Karin Konoval']",3.74,526319,https://letterboxd.com/film/war-for-the-planet-of-the-apes/
The Disaster Artist,James Franco,"['James Franco', 'Dave Franco', 'Ari Graynor']",3.56,524983,https://letterboxd.com/film/the-disaster-artist/
Black Mirror: Bandersnatch,David Slade,"['Fionn Whitehead', 'Craig Parkinson', 'Alice Lowe']",3.23,524554,https://letterboxd.com/film/black-mirror-bandersnatch/
The Darjeeling Limited,Wes Anderson,"['Owen Wilson', 'Adrien Brody', 'Jason Schwartzman']",3.8,524705,https://letterboxd.com/film/the-darjeeling-limited/
"I, Robot",Alex Proyas,"['Will Smith', 'Bridget Moynahan', 'Alan Tudyk']",3.13,524354,https://letterboxd.com/film/i-robot/
Glass,M. Night Shyamalan,"['James McAvoy', 'Bruce Willis', 'Samuel L. Jackson']",2.9,525245,https://letterboxd.com/film/glass-2019/
Fresh,Mimi Cave,"['Daisy Edgar-Jones', 'Sebastian Stan', 'Jojo T. Gibbs']",3.4,524119,https://letterboxd.com/film/fresh-2022/
Breakfast at Tiffany's,Blake Edwards,"['Audrey Hepburn', 'George Peppard', 'Patricia Neal']",3.75,523691,https://letterboxd.com/film/breakfast-at-tiffanys/
Punch-Drunk Love,Paul Thomas Anderson,"['Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman']",4.0,523131,https://letterboxd.com/film/punch-drunk-love/
The Butterfly Effect,"Eric Bress, J. Mackye Gruber","['Ashton Kutcher', 'Amy Smart', 'Melora Walters']",3.44,521163,https://letterboxd.com/film/the-butterfly-effect/
May December,Todd Haynes,"['Natalie Portman', 'Julianne Moore', 'Charles Melton']",3.73,521175,https://letterboxd.com/film/may-december/
Taken,Pierre Morel,"['Liam Neeson', 'Maggie Grace', 'Leland Orser']",3.48,520620,https://letterboxd.com/film/taken/
17 Again,Burr Steers,"['Zac Efron', 'Leslie Mann', 'Thomas Lennon']",2.76,517917,https://letterboxd.com/film/17-again/
The Fabelmans,Steven Spielberg,"['Gabriel LaBelle', 'Michelle Williams', 'Paul Dano']",4.01,517707,https://letterboxd.com/film/the-fabelmans/
Raya and the Last Dragon,"Don Hall, Carlos López Estrada","['Kelly Marie Tran', 'Awkwafina', 'Gemma Chan']",3.28,516342,https://letterboxd.com/film/raya-and-the-last-dragon/
Neighbors,Nicholas Stoller,"['Seth Rogen', 'Zac Efron', 'Rose Byrne']",2.87,516121,https://letterboxd.com/film/neighbors-2014/
The Ring,Gore Verbinski,"['Naomi Watts', 'Martin Henderson', 'David Dorfman']",3.32,516117,https://letterboxd.com/film/the-ring-2002/
The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise","['Tom Hulce', 'Demi Moore', 'Heidi Mollenhauer']",3.66,516137,https://letterboxd.com/film/the-hunchback-of-notre-dame-1996/
Predator,John McTiernan,"['Arnold Schwarzenegger', 'Carl Weathers', 'Elpidia Carrillo']",3.79,515197,https://letterboxd.com/film/predator/
Borat Subsequent Moviefilm,Jason Woliner,"['Sacha Baron Cohen', 'Maria Bakalova', 'Tom Hanks']",3.28,514632,https://letterboxd.com/film/borat-subsequent-moviefilm/
Atonement,Joe Wright,"['James McAvoy', 'Keira Knightley', 'Saoirse Ronan']",3.97,513732,https://letterboxd.com/film/atonement/
The Green Knight,David Lowery,"['Dev Patel', 'Alicia Vikander', 'Joel Edgerton']",3.69,513640,https://letterboxd.com/film/the-green-knight/
Over the Hedge,"Karey Kirkpatrick, Tim Johnson","['Bruce Willis', 'Garry Shandling', 'Steve Carell']",3.21,513401,https://letterboxd.com/film/over-the-hedge/
Moulin Rouge!,Baz Luhrmann,"['Nicole Kidman', 'Ewan McGregor', 'John Leguizamo']",3.74,512764,https://letterboxd.com/film/moulin-rouge-2001/
Hush,Mike Flanagan,"['Kate Siegel', 'John Gallagher Jr.', 'Samantha Sloyan']",3.2,512375,https://letterboxd.com/film/hush-2016/
Kung Fu Panda 3,"Jennifer Yuh Nelson, Alessandro Carloni","['Jack Black', 'Bryan Cranston', 'Dustin Hoffman']",3.26,510774,https://letterboxd.com/film/kung-fu-panda-3/
Enemy,Denis Villeneuve,"['Jake Gyllenhaal', 'Sarah Gadon', 'Mélanie Laurent']",3.64,506406,https://letterboxd.com/film/enemy/
The Little Mermaid,Rob Marshall,"['Halle Bailey', 'Jonah Hauer-King', 'Daveed Diggs']",3.17,506571,https://letterboxd.com/film/the-little-mermaid-2023/
"O Brother, Where Art Thou?",Joel Coen,"['George Clooney', 'John Turturro', 'Tim Blake Nelson']",3.94,505593,https://letterboxd.com/film/o-brother-where-art-thou/
Dazed and Confused,Richard Linklater,"['Jason London', 'Joey Lauren Adams', 'Matthew McConaughey']",3.93,505113,https://letterboxd.com/film/dazed-and-confused/
Wonder,Stephen Chbosky,"['Jacob Tremblay', 'Julia Roberts', 'Owen Wilson']",3.5,505233,https://letterboxd.com/film/wonder-2017/
The Fast and the Furious: Tokyo Drift,Justin Lin,"['Lucas Black', 'Nathalie Kelley', 'Sung Kang']",3.07,504913,https://letterboxd.com/film/the-fast-and-the-furious-tokyo-drift/
Quantum of Solace,Marc Forster,"['Daniel Craig', 'Olga Kurylenko', 'Mathieu Amalric']",2.81,503655,https://letterboxd.com/film/quantum-of-solace/
Paranormal Activity,Oren Peli,"['Katie Featherston', 'Micah Sloat', 'Mark Fredrichs']",2.87,502182,https://letterboxd.com/film/paranormal-activity/
Dumbo,Ben Sharpsteen,"['Edward Brophy', 'Margaret Wright', 'Verna Felton']",3.38,501449,https://letterboxd.com/film/dumbo/
Hancock,Peter Berg,"['Will Smith', 'Charlize Theron', 'Jason Bateman']",2.73,500060,https://letterboxd.com/film/hancock/
The Life Aquatic with Steve Zissou,Wes Anderson,"['Bill Murray', 'Owen Wilson', 'Cate Blanchett']",3.8,499939,https://letterboxd.com/film/the-life-aquatic-with-steve-zissou/
Sinister,Scott Derrickson,"['Ethan Hawke', 'Juliet Rylance', '""Vincent DOnofrio""']",3.32,499753,https://letterboxd.com/film/sinister/
Cinderella,Kenneth Branagh,"['Lily James', 'Cate Blanchett', 'Richard Madden']",3.15,499699,https://letterboxd.com/film/cinderella-2015/
Halloween,David Gordon Green,"['Jamie Lee Curtis', 'Judy Greer', 'Andi Matichak']",3.2,498776,https://letterboxd.com/film/halloween-2018/
The Secret Life of Pets,Chris Renaud,"['Louis C.K.', 'Eric Stonestreet', 'Kevin Hart']",2.76,496374,https://letterboxd.com/film/the-secret-life-of-pets/
Final Destination,James Wong,"['Devon Sawa', 'Ali Larter', 'Kerr Smith']",3.13,496251,https://letterboxd.com/film/final-destination/
Zombieland: Double Tap,Ruben Fleischer,"['Woody Harrelson', 'Jesse Eisenberg', 'Emma Stone']",2.99,496168,https://letterboxd.com/film/zombieland-double-tap/
Burn After Reading,"Ethan Coen, Joel Coen","['George Clooney', 'Frances McDormand', 'Brad Pitt']",3.62,495015,https://letterboxd.com/film/burn-after-reading/
Fear Street: 1994,Leigh Janiak,"['Kiana Madeira', 'Olivia Scott Welch', 'Benjamin Flores Jr.']",3.05,493748,https://letterboxd.com/film/fear-street-1994/
Cars 3,Brian Fee,"['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper']",2.96,493761,https://letterboxd.com/film/cars-3/
The Gentlemen,Guy Ritchie,"['Matthew McConaughey', 'Charlie Hunnam', 'Henry Golding']",3.69,493593,https://letterboxd.com/film/the-gentlemen/
The Graduate,Mike Nichols,"['Anne Bancroft', 'Dustin Hoffman', 'Katharine Ross']",4.12,492802,https://letterboxd.com/film/the-graduate/
Raging Bull,Martin Scorsese,"['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci']",4.25,492056,https://letterboxd.com/film/raging-bull/
The Game,David Fincher,"['Michael Douglas', 'Sean Penn', 'Deborah Kara Unger']",3.76,491432,https://letterboxd.com/film/the-game/
Signs,M. Night Shyamalan,"['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin']",3.45,490140,https://letterboxd.com/film/signs/
Jurassic Park III,Joe Johnston,"['Sam Neill', 'William H. Macy', 'Téa Leoni']",2.74,489838,https://letterboxd.com/film/jurassic-park-iii/
The Devil All the Time,Antonio Campos,"['Tom Holland', 'Bill Skarsgård', 'Riley Keough']",3.29,489490,https://letterboxd.com/film/the-devil-all-the-time/
Miss Congeniality,Donald Petrie,"['Sandra Bullock', 'Benjamin Bratt', 'Michael Caine']",3.31,488472,https://letterboxd.com/film/miss-congeniality/
The Matrix Resurrections,Lana Wachowski,"['Keanu Reeves', 'Carrie-Anne Moss', 'Yahya Abdul-Mateen II']",2.74,488169,https://letterboxd.com/film/the-matrix-resurrections/
Star Trek,J.J. Abrams,"['Chris Pine', 'Zachary Quinto', 'Leonard Nimoy']",3.62,487982,https://letterboxd.com/film/star-trek/
House of Gucci,Ridley Scott,"['Lady Gaga', 'Adam Driver', 'Al Pacino']",2.92,487975,https://letterboxd.com/film/house-of-gucci/
Lemony Snicket's A Series of Unfortunate Events,Brad Silberling,"['Emily Browning', 'Liam Aiken', 'Jim Carrey']",3.24,487605,https://letterboxd.com/film/lemony-snickets-a-series-of-unfortunate-events/
Castle in the Sky,Hayao Miyazaki,"['Keiko Yokozawa', 'Mayumi Tanaka', 'Minori Terada']",4.04,486910,https://letterboxd.com/film/castle-in-the-sky/
Yesterday,Danny Boyle,"['Himesh Patel', 'Lily James', 'Sophia di Martino']",2.89,486533,https://letterboxd.com/film/yesterday-2019/
Rain Man,Barry Levinson,"['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino']",3.86,486074,https://letterboxd.com/film/rain-man/
Minari,Lee Isaac Chung,"['Steven Yeun', 'Han Yeri', 'Youn Yuh-jung']",4.09,485733,https://letterboxd.com/film/minari/
Hook,Steven Spielberg,"['Dustin Hoffman', 'Robin Williams', 'Bob Hoskins']",3.38,485399,https://letterboxd.com/film/hook/
Suspiria,Dario Argento,"['Jessica Harper', 'Stefania Casini', 'Flavio Bucci']",3.95,485321,https://letterboxd.com/film/suspiria/
Hamilton,Thomas Kail,"['Lin-Manuel Miranda', 'Leslie Odom Jr.', 'Renée Elise Goldsberry']",4.17,485018,https://letterboxd.com/film/hamilton-2020/
Gran Torino,Clint Eastwood,"['Clint Eastwood', 'Christopher Carley', 'Bee Vang']",3.78,483779,https://letterboxd.com/film/gran-torino/
High School Musical 3: Senior Year,Kenny Ortega,"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale']",3.07,483635,https://letterboxd.com/film/high-school-musical-3-senior-year/
The Prince of Egypt,"Simon Wells, Steve Hickner","['Val Kilmer', 'Ralph Fiennes', 'Michelle Pfeiffer']",3.99,482345,https://letterboxd.com/film/the-prince-of-egypt/
Meet the Robinsons,Stephen J. Anderson,"['Daniel Hansen', 'Jordan Fry', 'Wesley Singerman']",3.46,482053,https://letterboxd.com/film/meet-the-robinsons/
Do Revenge,Jennifer Kaytin Robinson,"['Camila Mendes', 'Maya Hawke', 'Austin Abrams']",3.09,481688,https://letterboxd.com/film/do-revenge/
Gangs of New York,Martin Scorsese,"['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz']",3.69,481208,https://letterboxd.com/film/gangs-of-new-york-2002/
Yes Man,Peyton Reed,"['Jim Carrey', 'Zooey Deschanel', 'Bradley Cooper']",3.07,481124,https://letterboxd.com/film/yes-man/
The Iron Claw,Sean Durkin,"['Zac Efron', 'Jeremy Allen White', 'Harris Dickinson']",4.12,483306,https://letterboxd.com/film/the-iron-claw-2023/
Shiva Baby,Emma Seligman,"['Rachel Sennott', 'Molly Gordon', 'Polly Draper']",3.86,481363,https://letterboxd.com/film/shiva-baby-2020/
The Day After Tomorrow,Roland Emmerich,"['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum']",2.91,480373,https://letterboxd.com/film/the-day-after-tomorrow/
Saw II,Darren Lynn Bousman,"['Tobin Bell', 'Donnie Wahlberg', 'Shawnee Smith']",3.14,478124,https://letterboxd.com/film/saw-ii/
The Falcon and the Winter Soldier,Kari Skogland,"['Anthony Mackie', 'Sebastian Stan', 'Wyatt Russell']",3.14,477359,https://letterboxd.com/film/the-falcon-and-the-winter-soldier/
Cloverfield,Matt Reeves,"['Lizzy Caplan', 'Jessica Lucas', 'T.J. Miller']",3.38,476788,https://letterboxd.com/film/cloverfield/
The World's End,Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Martin Freeman']",3.62,475845,https://letterboxd.com/film/the-worlds-end/
Rush Hour,Brett Ratner,"['Jackie Chan', 'Chris Tucker', 'Tom Wilkinson']",3.52,476073,https://letterboxd.com/film/rush-hour/
Monsters vs Aliens,"Conrad Vernon, Rob Letterman","['Reese Witherspoon', 'Seth Rogen', 'Hugh Laurie']",2.78,475854,https://letterboxd.com/film/monsters-vs-aliens/
We Need to Talk About Kevin,Lynne Ramsay,"['Tilda Swinton', 'John C. Reilly', 'Ezra Miller']",3.82,475501,https://letterboxd.com/film/we-need-to-talk-about-kevin/
How to Train Your Dragon: The Hidden World,Dean DeBlois,"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham']",3.65,475722,https://letterboxd.com/film/how-to-train-your-dragon-the-hidden-world/
Ace Ventura: Pet Detective,Tom Shadyac,"['Jim Carrey', 'Courteney Cox', 'Sean Young']",3.17,474924,https://letterboxd.com/film/ace-ventura-pet-detective/
"Love, Rosie",Christian Ditter,"['Lily Collins', 'Sam Claflin', 'Christian Cooke']",3.61,474942,https://letterboxd.com/film/love-rosie/
Rushmore,Wes Anderson,"['Jason Schwartzman', 'Bill Murray', 'Olivia Williams']",3.9,474071,https://letterboxd.com/film/rushmore/
Fantastic Four: Rise of the Silver Surfer,Tim Story,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans']",2.22,472726,https://letterboxd.com/film/fantastic-four-rise-of-the-silver-surfer/
Cocaine Bear,Elizabeth Banks,"['Keri Russell', 'Alden Ehrenreich', '""OShea Jackson Jr.""']",2.72,472335,https://letterboxd.com/film/cocaine-bear/
Meet the Parents,Jay Roach,"['Ben Stiller', 'Robert De Niro', 'Teri Polo']",3.28,471973,https://letterboxd.com/film/meet-the-parents/
TRON: Legacy,Joseph Kosinski,"['Jeff Bridges', 'Garrett Hedlund', 'Olivia Wilde']",3.14,471909,https://letterboxd.com/film/tron-legacy/
The Croods,"Chris Sanders, Kirk DeMicco","['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']",3.02,471840,https://letterboxd.com/film/the-croods/
Scream 4,Wes Craven,"['David Arquette', 'Neve Campbell', 'Courteney Cox']",3.3,471444,https://letterboxd.com/film/scream-4/
Indiana Jones and the Dial of Destiny,James Mangold,"['Harrison Ford', 'Phoebe Waller-Bridge', 'Mads Mikkelsen']",2.94,470720,https://letterboxd.com/film/indiana-jones-and-the-dial-of-destiny/
Scream 3,Wes Craven,"['David Arquette', 'Neve Campbell', 'Courteney Cox']",2.81,468685,https://letterboxd.com/film/scream-3/
A Silent Voice,Naoko Yamada,"['Miyu Irino', 'Saori Hayami', 'Aoi Yuki']",4.16,468465,https://letterboxd.com/film/a-silent-voice/
