Film_title,Director,Average_rating,Watches,Film_URL,Actor1,Actor2,Actor3
Shrek the Third,Chris Miller,2.79,995214,https://a.ltrbxd.com/resized/sm/upload/qn/3n/0d/bn/lA17Mlz8hXVZsW5Y3WuUa8KPilQ-0-1000-0-1500-crop.jpg?v=43af34f51b,Mike Myers,Eddie Murphy,Cameron Diaz
Don't Worry Darling,Olivia Wilde,2.95,990343,https://a.ltrbxd.com/resized/film-poster/5/4/6/3/4/7/546347-don-t-worry-darling-0-1000-0-1500-crop.jpg?v=f458525152,Florence Pugh,Harry Styles,Chris Pine
The Parent Trap,Nancy Meyers,3.67,991065,https://a.ltrbxd.com/resized/sm/upload/kx/iu/iq/nv/jzE9AhiNH0r40f3APmeLDvZBfmz-0-1000-0-1500-crop.jpg?v=2a873afb6f,Lindsay Lohan,Dennis Quaid,Natasha Richardson
Jennifer's Body,Karyn Kusama,3.42,988227,https://a.ltrbxd.com/resized/film-poster/3/9/3/0/5/39305-jennifer-s-body-0-1000-0-1500-crop.jpg?v=af7fb6bd86,Megan Fox,Amanda Seyfried,Johnny Simmons
About Time,Richard Curtis,4.0,982987,https://a.ltrbxd.com/resized/sm/upload/uo/th/yf/uz/zSuh8dGwqpsWR7ccvYbfxbSZ37o-0-1000-0-1500-crop.jpg?v=7276b6e978,Domhnall Gleeson,Rachel McAdams,Bill Nighy
There Will Be Blood,Paul Thomas Anderson,4.45,978810,https://a.ltrbxd.com/resized/sm/upload/jg/cd/7y/f5/there%20will%20be%20blood-0-1000-0-1500-crop.jpg?v=8a533d5350,Daniel Day-Lewis,Paul Dano,Kevin J. OConnor
Ted,Seth MacFarlane,2.95,981118,https://a.ltrbxd.com/resized/sm/upload/ow/bs/pe/yv/carghLovNNSEphT9UZXTJ74I7lE-0-1000-0-1500-crop.jpg?v=8568f99d56,Mark Wahlberg,Mila Kunis,Seth MacFarlane
The Maze Runner,Wes Ball,3.29,988600,https://a.ltrbxd.com/resized/film-poster/1/4/2/5/4/9/142549-the-maze-runner-0-1000-0-1500-crop.jpg?v=2423795b6f,Dylan OBrien,Kaya Scodelario,Ki Hong Lee
Past Lives,Celine Song,4.19,982740,https://a.ltrbxd.com/resized/film-poster/5/9/1/0/5/3/591053-past-lives-0-1000-0-1500-crop.jpg?v=c600b7854e,Greta Lee,Teo Yoo,John Magaro
Cruella,Craig Gillespie,3.43,977264,https://a.ltrbxd.com/resized/film-poster/2/6/6/6/7/6/266676-cruella-0-1000-0-1500-crop.jpg?v=310d3d59a9,Emma Stone,Emma Thompson,Joel Fry
Hercules,"Ron Clements, John Musker",3.78,971662,https://a.ltrbxd.com/resized/film-poster/4/4/8/3/8/44838-hercules-0-1000-0-1500-crop.jpg?v=8a4f55aa27,Tate Donovan,Josh Keaton,Roger Bart
Booksmart,Olivia Wilde,3.75,965285,https://a.ltrbxd.com/resized/film-poster/4/3/5/4/5/0/435450-booksmart-0-1000-0-1500-crop.jpg?v=5930d440be,Beanie Feldstein,Kaitlyn Dever,Skyler Gisondo
Love Actually,Richard Curtis,3.44,961851,https://a.ltrbxd.com/resized/sm/upload/m4/4f/b1/h3/kfX8Ctin3fSZbdnjh6CXSNZUOVP-0-1000-0-1500-crop.jpg?v=4ac6c52761,Alan Rickman,Bill Nighy,Colin Firth
The Green Mile,Frank Darabont,4.21,962751,https://a.ltrbxd.com/resized/film-poster/5/1/6/1/3/51613-the-green-mile-0-1000-0-1500-crop.jpg?v=fff3d0bd1f,Tom Hanks,Michael Clarke Duncan,David Morse
Man of Steel,Zack Snyder,2.99,959169,https://a.ltrbxd.com/resized/sm/upload/wx/hm/hf/14/uKnhbfNt1ZR2TdoZpdn7vSNZlhX-0-1000-0-1500-crop.jpg?v=3bdae194cc,Henry Cavill,Amy Adams,Michael Shannon
The Big Short,Adam McKay,3.82,960883,https://a.ltrbxd.com/resized/film-poster/2/4/6/0/1/3/246013-the-big-short-0-1000-0-1500-crop.jpg?v=53fc881989,Steve Carell,Christian Bale,John Magaro
Top Gun,Tony Scott,3.35,960633,https://a.ltrbxd.com/resized/sm/upload/e9/dh/nn/5w/fKSZl8ONN7DQh5ujgdObRIFmhiZ-0-1000-0-1500-crop.jpg?v=042d149015,Tom Cruise,Kelly McGillis,Val Kilmer
Room,Lenny Abrahamson,3.98,954338,https://a.ltrbxd.com/resized/sm/upload/19/uq/1o/de/eqFckcHuFCT1FrzLOAvXBb4jHwq-0-1000-0-1500-crop.jpg?v=04679b709c,Brie Larson,Jacob Tremblay,Joan Allen
Brokeback Mountain,Ang Lee,4.1,956826,https://a.ltrbxd.com/resized/film-poster/5/1/9/0/9/51909-brokeback-mountain-0-1000-0-1500-crop.jpg?v=40ad2b59a0,Heath Ledger,Jake Gyllenhaal,Michelle Williams
Jumanji,Joe Johnston,3.6,954284,https://a.ltrbxd.com/resized/sm/upload/7j/8o/rt/sd/8wBKXZNod4frLZjAKSDuAcQ2dEU-0-1000-0-1500-crop.jpg?v=09dbc5bbcb,Robin Williams,Kirsten Dunst,Bradley Pierce
Before Sunrise,Richard Linklater,4.33,952569,https://a.ltrbxd.com/resized/film-poster/5/1/9/7/4/51974-before-sunrise-0-1000-0-1500-crop.jpg?v=006e8fedea,Ethan Hawke,Julie Delpy,Andrea Eckert
The Terminator,James Cameron,3.89,949274,https://a.ltrbxd.com/resized/sm/upload/g2/2g/f0/6b/the-terminator-original-0-1000-0-1500-crop.jpg?v=677a47d94a,Arnold Schwarzenegger,Michael Biehn,Linda Hamilton
Hot Fuzz,Edgar Wright,4.08,948423,https://a.ltrbxd.com/resized/sm/upload/xe/2y/e6/gy/4XLSKzQcE4lIgJgd71Y8UhAhxqQ-0-1000-0-1500-crop.jpg?v=45bc32b708,Simon Pegg,Nick Frost,Jim Broadbent
Free Guy,Shawn Levy,3.04,949717,https://a.ltrbxd.com/resized/film-poster/4/7/9/8/1/4/479814-free-guy-0-1000-0-1500-crop.jpg?v=0cd7303445,Ryan Reynolds,Jodie Comer,Joe Keery
Pearl,Ti West,3.75,949846,https://a.ltrbxd.com/resized/film-poster/8/5/3/8/2/2/853822-pearl-0-1000-0-1500-crop.jpg?v=471dfc4a24,Mia Goth,Tandi Wright,David Corenswet
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),Cathy Yan,3.04,946210,https://a.ltrbxd.com/resized/film-poster/4/2/6/1/3/1/426131-birds-of-prey-and-the-fantabulous-emancipation-of-one-har-0-1000-0-1500-crop.jpg?v=e326912be2,Margot Robbie,Ewan McGregor,Mary Elizabeth Winstead
The Exorcist,William Friedkin,3.99,943555,https://a.ltrbxd.com/resized/film-poster/4/7/0/4/8/47048-the-exorcist-0-1000-0-1500-crop.jpg?v=897c9aa211,Jason Miller,Ellen Burstyn,Linda Blair
Indiana Jones and the Last Crusade,Steven Spielberg,4.09,942613,https://a.ltrbxd.com/resized/film-poster/5/1/9/6/1/51961-indiana-jones-and-the-last-crusade-0-1000-0-1500-crop.jpg?v=0d5d1c2341,Harrison Ford,Sean Connery,Denholm Elliott
Groundhog Day,Harold Ramis,3.84,940395,https://a.ltrbxd.com/resized/film-poster/5/1/9/1/4/51914-groundhog-day-0-1000-0-1500-crop.jpg?v=9361c0080d,Bill Murray,Andie MacDowell,Chris Elliott
The Polar Express,Robert Zemeckis,3.22,940910,https://a.ltrbxd.com/resized/film-poster/4/8/8/8/3/48883-the-polar-express-0-1000-0-1500-crop.jpg?v=3f712d66a6,Tom Hanks,Leslie Zemeckis,Eddie Deezen
The Greatest Showman,Michael Gracey,3.35,939124,https://a.ltrbxd.com/resized/film-poster/2/4/3/0/6/3/243063-the-greatest-showman-0-1000-0-1500-crop.jpg?v=f548460c56,Hugh Jackman,Zac Efron,Michelle Williams
Mr. & Mrs. Smith,Doug Liman,3.17,939966,https://a.ltrbxd.com/resized/film-poster/5/1/3/6/5/51365-mr-mrs-smith-0-1000-0-1500-crop.jpg?v=90968fbbd9,Brad Pitt,Angelina Jolie,Vince Vaughn
Bottoms,Emma Seligman,3.83,941581,https://a.ltrbxd.com/resized/film-poster/7/3/1/2/2/2/731222-bottoms-0-1000-0-1500-crop.jpg?v=11b87368c8,Rachel Sennott,Ayo Edebiri,Ruby Cruz
The Hunger Games: The Ballad of Songbirds & Snakes,Francis Lawrence,3.6,937712,https://a.ltrbxd.com/resized/film-poster/6/1/9/5/1/0/619510-the-hunger-games-the-ballad-of-songbirds-snakes-0-1000-0-1500-crop.jpg?v=180f24b89f,Tom Blyth,Rachel Zegler,Peter Dinklage
The Mask,Chuck Russell,3.32,928971,https://a.ltrbxd.com/resized/film-poster/5/1/2/9/8/51298-the-mask-0-1000-0-1500-crop.jpg?v=0b7bc0d127,Jim Carrey,Peter Greene,Cameron Diaz
The Pianist,Roman Polanski,4.36,928543,https://a.ltrbxd.com/resized/film-poster/5/1/6/7/2/51672-the-pianist-0-1000-0-1500-crop.jpg?v=3eee5ac018,Adrien Brody,Thomas Kretschmann,Frank Finlay
The Hobbit: The Desolation of Smaug,Peter Jackson,3.36,924511,https://a.ltrbxd.com/resized/sm/upload/e0/ek/na/yb/gQCiuxGsfiXH1su6lp9n0nd0UeH-0-1000-0-1500-crop.jpg?v=00310e521d,Martin Freeman,Ian McKellen,Richard Armitage
Ocean's Eight,Gary Ross,3.28,924652,https://a.ltrbxd.com/resized/film-poster/3/3/7/5/6/7/337567-ocean-s-8-0-1000-0-1500-crop.jpg?v=58afd2ab77,Sandra Bullock,Cate Blanchett,Sarah Paulson
Elvis,Baz Luhrmann,3.34,926530,https://a.ltrbxd.com/resized/film-poster/5/4/2/0/3/2/542032-elvis-0-1000-0-1500-crop.jpg?v=c8e56b86bc,Austin Butler,Tom Hanks,Olivia DeJonge
Killers of the Flower Moon,Martin Scorsese,4.11,925760,https://a.ltrbxd.com/resized/film-poster/3/9/8/0/0/9/398009-killers-of-the-flower-moon-0-1000-0-1500-crop.jpg?v=49b577149d,Leonardo DiCaprio,Lily Gladstone,Robert De Niro
The French Dispatch,Wes Anderson,3.69,922995,https://a.ltrbxd.com/resized/film-poster/4/7/1/2/0/7/471207-the-french-dispatch-0-1000-0-1500-crop.jpg?v=b68539b930,Benicio del Toro,Adrien Brody,Tilda Swinton
World War Z,Marc Forster,3.11,920681,https://a.ltrbxd.com/resized/film-poster/5/7/2/9/2/57292-world-war-z-0-1000-0-1500-crop.jpg?v=9391f2d1b7,Brad Pitt,Mireille Enos,Daniella Kertesz
Annihilation,Alex Garland,3.58,919435,https://a.ltrbxd.com/resized/film-poster/2/2/7/7/8/4/227784-annihilation-0-1000-0-1500-crop.jpg?v=35308091d6,Natalie Portman,Jennifer Jason Leigh,Gina Rodriguez
X-Men: First Class,Matthew Vaughn,3.56,919302,https://a.ltrbxd.com/resized/film-poster/1/6/0/7/4/16074-x-men-first-class-0-1000-0-1500-crop.jpg?v=e9593bba93,James McAvoy,Michael Fassbender,Kevin Bacon
Kick-Ass,Matthew Vaughn,3.5,918856,https://a.ltrbxd.com/resized/sm/upload/qp/bw/k2/ia/jP8kukObEty5liW76QxJ1o5qlFL-0-1000-0-1500-crop.jpg?v=d066c2ed48,Aaron Taylor-Johnson,Chloë Grace Moretz,Nicolas Cage
Saw,James Wan,3.61,919664,https://a.ltrbxd.com/resized/sm/upload/qd/18/jq/1b/oFl8U5Mzohs6z8mL8KT4Gjoiirm-0-1000-0-1500-crop.jpg?v=3c58ef6252,Cary Elwes,Leigh Whannell,Danny Glover
Barbarian,Zach Cregger,3.51,916868,https://a.ltrbxd.com/resized/film-poster/8/1/9/6/4/8/819648-barbarian-0-1000-0-1500-crop.jpg?v=75b067327a,Georgina Campbell,Bill Skarsgård,Justin Long
Casino Royale,Martin Campbell,4.0,913681,https://a.ltrbxd.com/resized/sm/upload/qb/if/j8/jr/zlWBxz2pTA9p45kUTrI8AQiKrHm-0-1000-0-1500-crop.jpg?v=c06add9fe8,Daniel Craig,Eva Green,Mads Mikkelsen
The Princess Bride,Rob Reiner,4.04,914344,https://a.ltrbxd.com/resized/sm/upload/hk/2u/bd/9p/gpxjoE0yvRwIhFEJgNArtKtaN7S-0-1000-0-1500-crop.jpg?v=544eada136,Cary Elwes,Robin Wright,Mandy Patinkin
Wonka,Paul King,3.29,921913,https://a.ltrbxd.com/resized/film-poster/7/0/6/0/8/3/706083-wonka-0-1000-0-1500-crop.jpg?v=d4bd6afd7f,Timothée Chalamet,Calah Lane,Keegan-Michael Key
Aquaman,James Wan,2.79,910713,https://a.ltrbxd.com/resized/film-poster/2/2/5/0/6/0/225060-aquaman-0-1000-0-1500-crop.jpg?v=a5a1c0b649,Jason Momoa,Amber Heard,Willem Dafoe
Terminator 2: Judgment Day,James Cameron,4.28,909762,https://a.ltrbxd.com/resized/sm/upload/03/67/3s/tc/terminator-2-judgment-day-original-0-1000-0-1500-crop.jpg?v=12f5752b5c,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong
12 Angry Men,Sidney Lumet,4.62,910890,https://a.ltrbxd.com/resized/film-poster/5/1/7/0/0/51700-12-angry-men-0-1000-0-1500-crop.jpg?v=b8aaf291a9,Martin Balsam,John Fiedler,Lee J. Cobb
I Am Legend,Francis Lawrence,3.37,906732,https://a.ltrbxd.com/resized/film-poster/4/8/2/9/6/48296-i-am-legend-0-1000-0-1500-crop.jpg?v=5ad5d3b4e2,Will Smith,Abbey,Alice Braga
The Thing,John Carpenter,4.35,904777,https://a.ltrbxd.com/resized/sm/upload/t3/qn/vs/p5/s5fH3GqFcHbi2F0NSBSh4KRNTc0-0-1000-0-1500-crop.jpg?v=01880125bb,Kurt Russell,Keith David,Wilford Brimley
Ponyo,Hayao Miyazaki,4.05,905929,https://a.ltrbxd.com/resized/film-poster/4/4/5/9/4/44594-ponyo-0-1000-0-1500-crop.jpg?v=6e5faa20db,Yuria Kozuki,Hiroki Doi,George Tokoro
John Wick: Chapter 3 – Parabellum,Chad Stahelski,3.67,900795,https://a.ltrbxd.com/resized/film-poster/3/9/0/0/3/9/390039-john-wick-chapter-3-parabellum-0-1000-0-1500-crop.jpg?v=589aeaad00,Keanu Reeves,Halle Berry,Ian McShane
The Cabin in the Woods,Drew Goddard,3.41,896257,https://a.ltrbxd.com/resized/film-poster/3/7/5/9/8/37598-the-cabin-in-the-woods-0-1000-0-1500-crop.jpg?v=0f79c08986,Kristen Connolly,Fran Kranz,Chris Hemsworth
The Incredible Hulk,Louis Leterrier,2.44,896042,https://a.ltrbxd.com/resized/film-poster/5/0/8/2/7/50827-the-incredible-hulk-0-1000-0-1500-crop.jpg?v=f03c15122c,Edward Norton,Liv Tyler,Tim Roth
Indiana Jones and the Temple of Doom,Steven Spielberg,3.63,895716,https://a.ltrbxd.com/resized/film-poster/5/1/9/6/3/51963-indiana-jones-and-the-temple-of-doom-0-1000-0-1500-crop.jpg?v=b5122bf2cf,Harrison Ford,Kate Capshaw,Ke Huy Quan
Isle of Dogs,Wes Anderson,3.97,896255,https://a.ltrbxd.com/resized/sm/upload/z2/5l/zn/to/uMcbu3qVseJGH24xUAyIVzmcQV4-0-1000-0-1500-crop.jpg?v=8bc488a9ff,Bryan Cranston,Koyu Rankin,Bob Balaban
The Irishman,Martin Scorsese,3.91,894632,https://a.ltrbxd.com/resized/film-poster/3/3/3/2/0/3/333203-the-irishman-0-1000-0-1500-crop.jpg?v=44b0138d78,Robert De Niro,Al Pacino,Joe Pesci
Full Metal Jacket,Stanley Kubrick,4.2,893070,https://a.ltrbxd.com/resized/sm/upload/l0/l4/6c/7v/29veIwD38rVL2qY74emXQw4y25H-0-1000-0-1500-crop.jpg?v=6e44829670,Matthew Modine,Adam Baldwin,Vincent DOnofrio
Maleficent,Robert Stromberg,3.16,894133,https://a.ltrbxd.com/resized/sm/upload/dl/sr/wn/m6/1cFVCUYKSBuEUDoVftKvqcfuIgc-0-1000-0-1500-crop.jpg?v=9680229cf4,Angelina Jolie,Elle Fanning,Imelda Staunton
Kiki's Delivery Service,Hayao Miyazaki,4.13,892381,https://a.ltrbxd.com/resized/sm/upload/5e/rk/0e/99/C70E830B-E641-4CD4-87B3-8DFB91383E20-0-1000-0-1500-crop.jpg?v=359a791d0d,Minami Takayama,Rei Sakuma,Kappei Yamaguchi
The Twilight Saga: New Moon,Chris Weitz,2.56,892741,https://a.ltrbxd.com/resized/film-poster/4/0/4/8/0/40480-the-twilight-saga-new-moon-0-1000-0-1500-crop.jpg?v=ba5ab4ba1e,Kristen Stewart,Robert Pattinson,Taylor Lautner
Snowpiercer,Bong Joon-ho,3.69,888407,https://a.ltrbxd.com/resized/film-poster/8/8/4/8/8/88488-snowpiercer-0-1000-0-1500-crop.jpg?v=93b9024162,Chris Evans,Song Kang-ho,John Hurt
The Princess and the Frog,"Ron Clements, John Musker",3.82,889071,https://a.ltrbxd.com/resized/sm/upload/hl/8a/0u/3l/bVRHirC6uIZL9VtRqYRxdedYnOG-0-1000-0-1500-crop.jpg?v=4a94cf20d3,Anika Noni Rose,Bruno Campos,Jim Cummings
Aftersun,Charlotte Wells,4.24,889363,https://a.ltrbxd.com/resized/film-poster/8/6/8/5/5/8/868558-aftersun-0-1000-0-1500-crop.jpg?v=5ce2118fca,Paul Mescal,Frankie Corio,Brooklyn Toulson
One Flew Over the Cuckoo's Nest,Miloš Forman,4.36,886496,https://a.ltrbxd.com/resized/sm/upload/lf/ry/hy/2e/RHteRHXqym9f0gI4cmChbFOxD-0-1000-0-1500-crop.jpg?v=1e6a37509a,Jack Nicholson,Brad Dourif,Louise Fletcher
Beauty and the Beast,Bill Condon,3.06,885359,https://a.ltrbxd.com/resized/film-poster/2/4/8/7/0/8/248708-beauty-and-the-beast-0-1000-0-1500-crop.jpg?v=998630b3dc,Emma Watson,Dan Stevens,Luke Evans
No Hard Feelings,Gene Stupnitsky,3.06,885142,https://a.ltrbxd.com/resized/film-poster/7/9/5/8/9/7/795897-no-hard-feelings-0-1000-0-1500-crop.jpg?v=d9012766c3,Jennifer Lawrence,Andrew Barth Feldman,Laura Benanti
Train to Busan,Yeon Sang-ho,3.95,880599,https://a.ltrbxd.com/resized/film-poster/3/3/0/9/1/2/330912-train-to-busan-0-1000-0-1500-crop.jpg?v=c85e151cfe,Gong Yoo,Kim Su-an,Jung Yu-mi
The Favourite,Yorgos Lanthimos,4.04,881663,https://a.ltrbxd.com/resized/film-poster/3/1/0/7/0/5/310705-the-favourite-0-1000-0-1500-crop.jpg?v=c5488e37ef,Olivia Colman,Emma Stone,Rachel Weisz
Solo: A Star Wars Story,Ron Howard,2.9,879753,https://a.ltrbxd.com/resized/film-poster/2/7/8/6/6/8/278668-solo-a-star-wars-story-0-1000-0-1500-crop.jpg?v=c7012d8308,Alden Ehrenreich,Joonas Suotamo,Woody Harrelson
The Royal Tenenbaums,Wes Anderson,4.1,874616,https://a.ltrbxd.com/resized/sm/upload/sf/k0/qu/5o/5xw30y0pSaMtTcuZW5VaQPiR8qb-0-1000-0-1500-crop.jpg?v=b945b566a6,Gene Hackman,Anjelica Huston,Ben Stiller
"Three Billboards Outside Ebbing, Missouri",Martin McDonagh,4.03,872751,https://a.ltrbxd.com/resized/film-poster/2/9/1/6/1/0/291610-three-billboards-outside-ebbing-missouri-0-1000-0-1500-crop.jpg?v=26123017e3,Frances McDormand,Woody Harrelson,Sam Rockwell
Rango,Gore Verbinski,3.65,873388,https://a.ltrbxd.com/resized/sm/upload/kg/9s/vs/0n/tB6RZA2pEFnolOKOAHR2GBu25aT-0-1000-0-1500-crop.jpg?v=fcc79c3c62,Johnny Depp,Isla Fisher,Ned Beatty
Crazy Rich Asians,Jon M. Chu,3.47,869789,https://a.ltrbxd.com/resized/film-poster/3/8/7/2/3/8/387238-crazy-rich-asians-0-1000-0-1500-crop.jpg?v=21695f4b1f,Constance Wu,Henry Golding,Michelle Yeoh
Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller",3.34,866502,https://a.ltrbxd.com/resized/film-poster/3/7/6/9/6/37696-cloudy-with-a-chance-of-meatballs-0-1000-0-1500-crop.jpg?v=2352e21a4c,Bill Hader,Anna Faris,James Caan
Bee Movie,"Steve Hickner, Simon J. Smith",2.88,863487,https://a.ltrbxd.com/resized/film-poster/4/8/7/9/1/48791-bee-movie-0-1000-0-1500-crop.jpg?v=2b9ece5cba,Jerry Seinfeld,Renée Zellweger,Matthew Broderick
"Girl, Interrupted",James Mangold,3.89,862610,https://a.ltrbxd.com/resized/sm/upload/1x/ad/d5/5d/vp46lgVDiFdT4Hw5WIISOPwnMaH-0-1000-0-1500-crop.jpg?v=d07803f1c3,Winona Ryder,Angelina Jolie,Brittany Murphy
Anatomy of a Fall,Justine Triet,4.16,872642,https://a.ltrbxd.com/resized/film-poster/8/2/2/0/9/3/822093-anatomy-of-a-fall-0-1000-0-1500-crop.jpg?v=4efab8aedc,Sandra Hüller,Swann Arlaud,Milo Machado-Graner
To All the Boys I've Loved Before,Susan Johnson,2.95,856213,https://a.ltrbxd.com/resized/film-poster/3/9/7/9/4/2/397942-to-all-the-boys-i-ve-loved-before-0-1000-0-1500-crop.jpg?v=e623dcf4f3,Lana Condor,Noah Centineo,Janel Parrish
Shazam!,David F. Sandberg,3.11,845860,https://a.ltrbxd.com/resized/film-poster/2/1/3/1/9/0/213190-shazam--0-1000-0-1500-crop.jpg?v=5aea3f5ac2,Zachary Levi,Mark Strong,Asher Angel
The Hobbit: The Battle of the Five Armies,Peter Jackson,3.15,844314,https://a.ltrbxd.com/resized/film-poster/9/6/5/5/2/96552-the-hobbit-the-battle-of-the-five-armies-0-1000-0-1500-crop.jpg?v=fcaa9a2943,Martin Freeman,Ian McKellen,Richard Armitage
Back to the Future Part III,Robert Zemeckis,3.52,843591,https://a.ltrbxd.com/resized/film-poster/5/1/8/5/6/51856-back-to-the-future-part-iii-0-1000-0-1500-crop.jpg?v=fdbcbb74cb,Michael J. Fox,Christopher Lloyd,Mary Steenburgen
Pretty Woman,Garry Marshall,3.61,845794,https://a.ltrbxd.com/resized/film-poster/5/1/9/3/6/51936-pretty-woman-0-1000-0-1500-crop.jpg?v=b190c1d6bc,Richard Gere,Julia Roberts,Ralph Bellamy
Rocky,John G. Avildsen,4.07,842257,https://a.ltrbxd.com/resized/sm/upload/4z/ql/93/vq/2Zyuxm4fgCPKlnIdieHg7tfbxMS-0-1000-0-1500-crop.jpg?v=57dafbba23,Sylvester Stallone,Talia Shire,Burt Young
High School Musical,Kenny Ortega,3.15,842805,https://a.ltrbxd.com/resized/film-poster/4/5/7/4/7/45747-high-school-musical-0-1000-0-1500-crop.jpg?v=dd80ff6e14,Zac Efron,Vanessa Hudgens,Ashley Tisdale
Eyes Wide Shut,Stanley Kubrick,4.0,840836,https://a.ltrbxd.com/resized/film-poster/5/1/7/1/7/51717-eyes-wide-shut-0-1000-0-1500-crop.jpg?v=7010402aeb,Tom Cruise,Nicole Kidman,Sydney Pollack
Cars 2,John Lasseter,2.7,840507,https://a.ltrbxd.com/resized/film-poster/1/6/5/6/0/16560-cars-2-0-1000-0-1500-crop.jpg?v=cb91a3561f,Larry the Cable Guy,Owen Wilson,Michael Caine
Despicable Me 2,"Pierre Coffin, Chris Renaud",3.09,838112,https://a.ltrbxd.com/resized/sm/upload/dz/ec/y7/pf/ek09KXB8ytg9nUb3hDUpJn7APdT-0-1000-0-1500-crop.jpg?v=3b9b2c06c8,Steve Carell,Kristen Wiig,Benjamin Bratt
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,3.73,833695,https://a.ltrbxd.com/resized/film-poster/5/1/6/1/4/51614-borat-cultural-learnings-of-america-for-make-benefit-glori-0-1000-0-1500-crop.jpg?v=17316654a2,Sacha Baron Cohen,Ken Davitian,Luenell
Midnight in Paris,Woody Allen,3.71,833725,https://a.ltrbxd.com/resized/sm/upload/1e/0j/vs/s6/xxSopLYATHXSepXcEaBh9Gazv6p-0-1000-0-1500-crop.jpg?v=6073ba801b,Owen Wilson,Rachel McAdams,Kurt Fuller
Apocalypse Now,Francis Ford Coppola,4.44,830814,https://a.ltrbxd.com/resized/film-poster/2/6/9/0/2690-apocalypse-now-0-1000-0-1500-crop.jpg?v=d4f99c09a3,Martin Sheen,Frederic Forrest,Albert Hall
Asteroid City,Wes Anderson,3.53,829644,https://a.ltrbxd.com/resized/film-poster/6/6/8/5/5/5/668555-asteroid-city-0-1000-0-1500-crop.jpg?v=700bea7fd5,Jason Schwartzman,Scarlett Johansson,Tom Hanks
The Fault in Our Stars,Josh Boone,3.09,827622,https://a.ltrbxd.com/resized/sm/upload/py/4z/au/w9/yV44oLprmiMlJBIZzwGUyyPRT8H-0-1000-0-1500-crop.jpg?v=c3e2633ccc,Shailene Woodley,Ansel Elgort,Nat Wolff
Frozen II,"Chris Buck, Jennifer Lee",3.12,825901,https://a.ltrbxd.com/resized/film-poster/2/5/8/1/2/7/258127-frozen-ii-0-1000-0-1500-crop.jpg?v=2684fe54fc,Idina Menzel,Kristen Bell,Josh Gad
Mulholland Drive,David Lynch,4.24,822520,https://a.ltrbxd.com/resized/sm/upload/kv/7n/p8/tv/fMC8JBWx2VjsJ53JopAcFjqmlYv-0-1000-0-1500-crop.jpg?v=3d69c00608,Naomi Watts,Laura Harring,Justin Theroux
The Wizard of Oz,Victor Fleming,3.96,824573,https://a.ltrbxd.com/resized/film-poster/5/1/4/9/4/51494-the-wizard-of-oz-0-1000-0-1500-crop.jpg?v=6aca3ea5b8,Judy Garland,Ray Bolger,Jack Haley
Cast Away,Robert Zemeckis,3.86,821589,https://a.ltrbxd.com/resized/sm/upload/ze/6e/v4/6d/w515BrZvczKIxbHurG6HIiYYrba-0-1000-0-1500-crop.jpg?v=a219b513ea,Tom Hanks,Helen Hunt,Chris Noth
The Pursuit of Happyness,Gabriele Muccino,3.88,822380,https://a.ltrbxd.com/resized/film-poster/5/1/0/6/1/51061-the-pursuit-of-happyness-0-1000-0-1500-crop.jpg?v=40e1747df3,Will Smith,Jaden Smith,Thandiwe Newton
The Edge of Seventeen,Kelly Fremon Craig,3.53,819663,https://a.ltrbxd.com/resized/film-poster/3/1/1/8/9/4/311894-the-edge-of-seventeen-0-1000-0-1500-crop.jpg?v=2bd20dc1af,Hailee Steinfeld,Woody Harrelson,Haley Lu Richardson
12 Years a Slave,Steve McQueen,4.14,815840,https://a.ltrbxd.com/resized/film-poster/6/2/6/7/1/62671-12-years-a-slave-0-1000-0-1500-crop.jpg?v=f29aef4645,Chiwetel Ejiofor,Michael Fassbender,Lupita Nyongo
X-Men,Bryan Singer,3.32,817383,https://a.ltrbxd.com/resized/sm/upload/ub/6i/kh/7q/8259CEB5-947B-4A88-9848-AE748636B747-0-1000-0-1500-crop.jpg?v=58f85fcb62,Patrick Stewart,Ian McKellen,Hugh Jackman
Freaky Friday,Mark Waters,3.39,815441,https://a.ltrbxd.com/resized/film-poster/4/6/3/3/1/46331-freaky-friday-0-1000-0-1500-crop.jpg?v=28ee6e7c8a,Lindsay Lohan,Jamie Lee Curtis,Harold Gould
Portrait of a Lady on Fire,Céline Sciamma,4.43,813960,https://a.ltrbxd.com/resized/film-poster/4/6/0/8/3/0/460830-portrait-of-a-lady-on-fire-0-1000-0-1500-crop.jpg?v=79b0f67aa9,Noémie Merlant,Adèle Haenel,Luàna Bajrami
Talk to Me,"Michael Philippou, Danny Philippou",3.57,815833,https://a.ltrbxd.com/resized/film-poster/9/0/8/1/4/4/908144-talk-to-me-0-1000-0-1500-crop.jpg?v=bf6a2b65cc,Sophie Wilde,Alexandra Jensen,Joe Bird
Sherlock Holmes,Guy Ritchie,3.43,812407,https://a.ltrbxd.com/resized/film-poster/4/6/1/4/4/46144-sherlock-holmes-0-1000-0-1500-crop.jpg?v=92f4a1b4a1,Robert Downey Jr.,Jude Law,Rachel McAdams
